origin,Travel Mangroove Forests,Apartemen Taman Melati,Waduk Setia Budi Timur,Aqua Fun,Jalan Pantai Karnaval Ancol,Key Park ( butterfly and rabbits),National Monument,Komodo Indonesian Fauna Museum and Reptile Park,Antara Gallery of Photo Journalism,Museum Of M. H. Thamrin,Taman Bmw,Museum Kehutanan Manggala Wanabakti,Allianz Eco Park,Al-Bina Mosque,Pancasila Sakti Monument,Taman Dadap Merah,Satriamandala Museum,Formulation of Proclamation Text Museum,Tugu Kunstkring Paleis,Irian Jaya Liberation Monument,National History Museum,Bentara Budaya Jakarta,Grand General Dr. A. H. Nasution Memorial Museum,Mausoleum OG Khouw,Taman Langsat,Proclamation of Independence Monument,Port of Tanjung Priok,National Museum,Museum Bank Indonesia,Taman Kodok Menteng,Palm Bay Water Park,CX WATER PARK,Tabebuya Park,Theater Garuda Taman Bhinneka Tunggal Ika,Jalan Jaksa,Musholla Pasar Malam CNI,Trans Snow World Juanda,Tribeca Park,Taman Maju Bersama,Taman Impian Jaya Ancol,Sea World Ancol,Sion Church,Situ Pamulang,Cibubur Park,Museum Perangko Indonesia,Ruang Pameran Mobil Antik Museum Joang 45,Taman Prasasti Museum,Museum Layang-layang Indonesia,Merdeka Square Jakarta,SS Waterpark TMII,Srengseng City Forest,Putri Duyung Waterpark,Pondok Indah Water Park,Ancol Beach Pool,Bridge of Love Taruma Jaya,Museum of East Timor,Art:1 New Museum,Taman Burung TMII,Taman Spatodhea,Basoeki Abdullah Museum,Museum Telekomunikasi,Universitas Indonesia - Danau Kenanga,East Java Pavilion,Taman Lapangan Banteng,Waterbom Pantai Indah Kapuk,Museum Kebangkitan Nasional,Museum Polri,Taman Ayodya,Waduk Pluit,Children Zoo,Taman Dukuh,Taman Wisata Alam Mangrove Angke Kapuk,Schmutzer Primate Center,Benteng Heritage Museum,Taman Menteng,Onrust Island,Muara Angke Wildlife Refuge,Church of Maria Bunda Karmel,Masjid Agung At Tin,Ants sculpture JGC,Museum Olahraga TMII,Taman Rusa Kemang Pratama,Parks Agro Tourism Cilangkap,Taman Pandang Istana,Sangga Buana,Kastil Batavia,Atlantis Water Adventure,Tugu Tani,Taman Buaya Tanjung Pasir,Pasar Seni,Nurul Iman Mosque Blok M Square,GREEN LAKE VIEW WATERPARK,Taman Suropati,Yerushalayim Bible Artefacts Museum,Hutan Kota Patriot Bina Bangsa Kota Bekasi,GO! Splash waterpark,Taman O,Kosan Muslimah Taman Cempaka,Museum of Fine Art and Ceramics,Museum of Textile,Waterpark Transera,Ragunan Zoo,Hutan Kota GBK,Setu Asih Pulo,Salihara Arts Center,Monas Dancing Fountain,Monumen Patung Dirgantara,Central Java Pavilion,Museum Sumpah Pemuda,Taman Potret,Setu Pedongkelan,Ocean Dream Samudra - Ancol,COMO Park,Eldorado Waterpark Legenda Wisata,Situ Gede Tangerang,Taman Swakarsa,Taman Gajah Tunggal,Taman Wisata Pasir Putih,Taman Mini Indonesia Indah,Taman Tangkuban Perahu,SnowBay Waterpark TMII,Dharma Bhakti Temple,Merdeka Palace,Venetian Water Carnaval,Taman Pemuda Pratama,skyrink Jakarta - Mall Taman Anggrek,Wayang Museum,Pondok Zidane,Sirkus Indoor Waterpark,Pelabuhan Perikanan Samudera Nizam Zachman,Taman Lembah Gurame,Taman Gunung Balong,Jakarta History Museum,Dunia Serangga,Pulau Bidadari,Kampung Main Cipulir,Curug Parigi,Sasmita Loka Ahmad Yani Museum,Taman Waduk Pluit,Taman Kota "Cattleya",Jakarta Planetarium,Masjid Al-Bakrie Taman Rasuna Jakarta,IMAGISPACE,Kidzania Jakarta,Setu Babakan,Taman Ria Atmaja,Playparq Kemang,Arina WaterPark,Museum Reksa Artha,Bartele Gallery,Taman Sepat,GONDOLA ANCOL STASIUN C,Dinosaur Adventure,Aditya Jaya Temple,Museum Pusaka,Danau Hutan Kota Kemayoran,Bayt Al Quran dan Museum Istiqlal,Taman Budaya Tionghoa,Danau Sunter Barat,Museum Keprajuritan Indonesia,Planetarium skyworld tmii,HUTAN KOTA WADUK CINCIN,Pasar Barang Antik,Indonesia Museum,Purna Bhakti Pertiwi Museum,Galeria Sophilia,Depok Fantasi Waterpark - Aladdin,JPG MTB PARK (MTB MEETING POINT) Jalur Pipa Gas MTB Community,Pesona Aquarium Kebagusan,Jakarta Cathedral,Taman Situ Lembang,Museum MACAN (Modern and Contemporary Art in Nusantara),Mangrove Ecotourism Centre PIK,Jakarta Bahari Museum,Pura Agung Tirta Bhuana Bekasi,National Gallery of Indonesia,Dunia Fantasi,Museum Listrik & Energi Baru TMII,Akili Museum of Art,Sarmiento Parakantja Timber,Jalan Gedung Kesenian,Taman Puring Market,Nofri kasur,Marunda Beach,Museum Transportasi,Pusat Peragaan Iptek - Kemenristekdikti,Kandank Jurank Doank,Taman Elektrik,Taman Ismail Marzuki,Dia.lo.gue,Boen Tek Bio Chinese Temple,Air Mancur Waduk Grogol,Istiqlal Mosque,Trans Studio Theme Park Cibubur,Taman Herbal Insani,UI Park,Museum Mandiri,Akses Hutan Lindung Angke Kapuk,Selamat Datang Monument,Jakarta,Pusat Kebudayaan Belanda Erasmus Huis,Museum Tragedi 12 Mei 1998 Universitas Trisakti
Galeria Sophilia,32934,37475,9209,5865,6922,31910,5308,25060,4659,7440,5006,20552,6446,23332,24182,32899,14890,8399,6868,3750,1254979,21377,7805,10052,15414,8182,12770,7170,5153,8421,25167,26417,25643,24077,7863,25923,34495,9602,26683,4502,6142,5372,35495,31994,24716,6328,6163,23843,5955,24248,15588,38683,19301,6323,26143,3097670,2180,24185,32683,22312,23045,36594,785731,4383,16542,5628,14241,15861,11035,31553,23109,19085,33363,33854,7824,28856,17541,13680,21845,19662,22900,31870,29934,5621,1598945,6569,6340,5711,36273,1609774,15378,37767,8074,12518,31020,32746,30873,27676,6131,9092,21011,31435,14284,35998,18361,5980,12780,24551,8085,31430,31572,5634,18393,41401,34911,21918,31662,38705,22064,10345,22941,5012,1721562,37800,30751,9895,5454,40118,30202,13506,44752,23967,5422,25078,28856,19014,35376,8930,12279,21702,6875,10654,17523,12066,37087,24587,17153,46008,22254,8370,29788,6036,24928,12099,25051,4782,22160,24914,3996,25028,23102,6467,8090,22927,22223,0,43772,38125,31844,3876,8261,13566,15707,9927,33856,5070,4967,24679,15329,1143984,3439,15526,-1,20661,24576,24758,32375,31956,7214,18902,33463,13416,3999,30775,48779,36821,5104,21212,8190,8830,14100,8821
Depok Fantasi Waterpark - Aladdin,58121,8423,42183,50467,51792,50838,44985,30464,44663,40539,45922,41097,51048,41731,29594,14569,37111,41954,42664,43587,1293586,41930,41808,41730,29209,40069,51378,44133,51181,42470,43143,18380,15518,29481,44452,36841,46619,44538,28157,51114,50744,54096,25116,17645,30121,43106,45204,22885,44420,29652,35099,10896,26054,50926,64729,3109671,47428,28896,14278,21354,28450,11281,797733,43590,46991,42493,26435,27106,52631,19243,27206,45001,17589,52461,42812,54043,48446,48540,27249,51847,28305,38346,22418,44933,1610947,53510,50943,42582,61460,1648381,27064,8500,43416,46234,43144,57301,14633,29150,52159,43011,53889,15497,41254,8321,19906,44445,22524,29955,41184,50358,12257,50237,20773,28595,52070,38508,50590,7931,27469,28219,28346,51272,1733564,49924,11126,44830,51482,9344,31676,55431,7264,23009,51450,30482,54043,32625,30193,41432,53057,43425,42528,26372,28420,39036,12719,29992,22012,23642,21295,42059,16192,50638,30332,38921,30456,46076,27565,30319,42922,30433,28513,46686,41683,28331,27628,44785,0,41966,19535,43880,41798,48426,54127,52963,40149,44154,51578,30084,42048,1155985,44052,29552,-1,59247,29981,30162,36217,49796,42867,21111,52391,48456,44002,17970,15527,11508,51132,47128,42109,40716,36362,45428
JPG MTB PARK (MTB MEETING POINT) Jalur Pipa Gas MTB Community,44181,37776,28129,44101,45425,17047,33378,34661,33784,30352,47461,24939,43189,22307,36764,30726,26819,27965,28540,34131,1293469,23342,27484,31966,19506,30774,51260,33786,36496,28288,29203,34529,27099,33678,34239,22902,53756,29877,35295,41567,44075,38956,14301,40788,34318,35143,32357,23096,32813,33849,21160,27818,21685,44559,71867,3116809,43888,36034,28980,21011,32624,36896,804871,34374,33052,35699,20894,19679,38272,25162,31547,31061,26869,18670,26744,40103,34506,25902,34419,58985,32479,45483,38546,33401,1618084,40123,43696,34526,47520,1648264,20405,46560,27349,50909,50282,64438,35774,36288,37475,33247,61026,25025,22153,37454,25990,32838,38420,34152,36369,16567,37296,43870,25190,50194,18279,49395,16798,40161,32368,28415,32543,34930,1740701,57062,32207,30169,36798,29791,38813,41072,35106,23219,36765,34679,40103,18686,43987,28449,38698,26944,28579,28849,18717,24199,33501,34188,26430,12131,21506,25992,27615,43969,34529,46091,34653,46752,34735,34516,48808,34630,33117,47252,28468,32528,31825,36139,42779,0,25454,34257,28067,23511,33660,39577,47286,35061,42431,34281,28108,1163123,33819,20090,-1,66385,34178,34359,8743,20555,28917,25528,18600,33778,34379,39569,21473,37123,36447,33188,26042,30644,26028,30750
Pesona Aquarium Kebagusan,42083,16012,14697,35870,37195,34801,15848,12894,17697,25942,31325,13615,29094,14251,14996,4917,9621,13749,15378,17115,1278989,17002,14322,14248,13171,25472,36780,16654,23699,14689,27106,12762,4310,11911,15911,20804,31989,17056,13527,27472,36147,26159,14393,19021,12550,16056,17724,6847,16940,12082,19062,21647,10017,36329,50100,3095042,32831,14267,3984,5316,10857,15132,783103,17118,30954,16612,9998,10274,25149,580,9780,28963,1964,36424,13957,38006,32409,23804,12652,37217,10712,23716,16778,17340,1596317,26028,36346,15787,45423,1633784,10364,24793,13751,31636,28515,42671,12934,14521,24677,15529,39259,429,12348,18962,4253,16965,10813,12385,26587,34321,15532,35639,4736,28427,36033,27628,34553,21669,10601,14068,10776,20635,1718934,35295,13715,17348,24000,23082,17046,27949,12976,6970,23968,12912,38006,16588,22220,13947,25575,15943,15417,12453,12383,11557,8629,12421,5976,21350,5257,13739,5300,36041,12762,24324,12885,32657,12967,12748,28325,12862,11350,32089,15267,10761,10058,30188,21015,25929,0,18170,14937,21414,31562,25482,25519,17805,28336,12514,26011,1141356,17732,13515,-1,44618,12410,12592,20180,33759,15756,5074,36354,20975,17036,17801,27677,15359,23650,31090,14630,16239,8881,17947
Jakarta Cathedral,35174,28473,5332,7723,9162,28034,1432,23514,783,4991,7145,7803,6506,11063,22636,25175,11014,4523,2992,504,1257219,8629,3929,6176,11538,5734,15010,3293,4987,4545,20804,24872,21766,22531,3987,12622,34851,5726,25137,5284,8000,6154,31619,30449,23170,2452,2286,19967,2079,22702,11712,34807,15425,8181,28383,3098026,4127,22639,23648,18436,21500,27592,786088,507,18781,3009,10365,11985,8883,20024,21563,21325,21731,29657,3948,31096,19781,9804,20299,20828,21355,32227,28388,1745,1599302,6403,6867,1835,38513,1612014,11502,36221,4198,14758,31377,34986,29327,26130,5966,5216,22177,19887,10408,32122,16316,2104,11920,23005,5636,27554,30026,7492,14517,39855,29266,18263,27785,34829,20519,5176,21396,4463,1721919,38157,26875,6019,5289,36242,28656,11355,29774,20091,5256,23532,31096,15138,33830,5054,10128,9415,2999,8206,13647,8190,28085,23041,13277,42132,18377,4493,28242,7894,23382,9651,23505,6921,20614,23368,6135,23482,21556,8606,4214,21381,20678,3139,42226,34248,20316,0,4385,9690,17947,7775,26929,1194,5749,23134,11453,1144341,819,11650,-1,22901,23030,23212,28499,23122,3337,15026,29587,7055,123,29229,44903,27819,4938,23452,4314,6382,10224,5620
Taman Situ Lembang,37720,24343,2251,11648,13087,33136,2859,22547,4709,3188,11070,7453,10432,8087,21669,22198,8038,862,1780,4126,1262341,8286,724,6040,8561,3874,20132,4130,8327,886,25906,23904,18790,21564,3389,17724,31875,10904,17333,9209,11925,10079,24547,29481,22203,3623,4893,16991,4686,21735,12428,31830,12449,12107,30585,3095050,8053,21672,20671,15460,20532,23463,783112,4129,21328,4179,7389,9008,18997,14065,20596,23872,15448,34760,695,33643,22327,14906,19331,20083,20387,29251,27421,4352,1596325,9743,10792,2189,41060,1617136,8526,35253,538,14988,28401,42557,28359,25163,9306,5080,21431,13928,7431,29145,12216,4711,7791,22038,3773,32657,29059,11417,10417,38888,34368,22689,32888,31852,19551,1515,20428,7803,1718942,35180,23898,11196,8629,33265,27689,21797,26797,17114,8596,22565,33643,12161,34832,1393,19423,9791,1819,3143,10670,5213,23955,22074,9177,31503,15401,1628,27275,11819,22415,7686,22538,10846,19647,22401,10061,22515,20589,12531,1054,20414,19710,7064,41259,29175,14356,5181,0,14792,20493,11115,23952,4816,9674,22166,16555,1141364,4744,8674,-1,25103,22063,22245,23425,32559,2158,10919,34689,10395,4048,28262,37831,23690,8278,25999,1870,3744,6159,11795
Museum MACAN (Modern and Contemporary Art in Nusantara),29081,30046,14087,17876,19201,21333,8040,27096,8857,11214,21236,7656,16964,10437,26218,29426,12596,13923,9389,9908,1267244,6858,9651,7038,7972,13236,25036,7492,11569,14246,14103,28453,25799,26113,7945,4936,36424,4950,28719,15342,17850,14029,24919,34031,26752,8849,7540,21796,7474,26284,3558,38839,10082,18335,40354,3099599,17664,26221,27680,19711,25082,29165,787661,9911,15350,9406,12138,8113,13020,23862,25145,15961,25569,22957,12703,25004,16350,1650,23881,41870,24937,33800,31970,8474,1600874,13899,17471,8232,32421,1622039,8884,39803,13307,24684,32950,47106,32909,29712,12548,6214,43911,23725,11141,36154,24690,7499,13493,26587,10076,20854,33608,17645,16099,43437,22565,27238,21085,38861,24101,10877,24978,10003,1723491,39730,30907,3687,11871,40274,32238,15820,33806,21919,11838,27114,25004,6707,39382,10911,13445,4712,9396,17222,8303,9963,32201,26623,14859,35432,20206,11950,26315,17744,26964,25560,27087,20528,24196,26950,22583,27064,25138,21027,10611,24963,24260,11212,45808,27548,24154,9330,10781,0,14516,13352,28501,10598,16207,26716,3146,1145913,8892,7811,-1,34872,26612,26794,21799,20757,9734,16608,22886,8851,9830,32811,38202,29392,11520,18088,12000,13106,11806,5822
Mangrove Ecotourism Centre PIK,18559,43673,25997,17866,19191,28631,14541,39006,14993,23552,21226,19566,16955,22347,38129,36623,24507,25833,22666,15341,1267235,20392,25353,18949,23328,32947,25026,20769,10134,26156,11962,40426,32996,38023,21222,12718,48335,12178,41192,15333,17841,15723,32116,45941,38663,22126,20817,28993,14283,38194,18774,46036,24848,18325,40344,3111509,17654,41931,34877,26908,36992,42793,799571,15583,1590,22682,24048,23470,7343,31059,37444,3443,32766,20648,24613,14481,2542,12606,35791,38069,36847,45710,44443,13949,1612785,10075,17462,21509,21898,1622030,25185,51713,25218,24675,44860,46947,41671,42185,14242,20230,47616,30922,23051,43351,31887,14308,25403,38497,23352,28152,43193,17635,31087,55347,21706,39149,28383,46058,36011,22818,36888,10760,1735402,51640,38104,12471,10435,47471,44710,9200,41003,29116,10403,39024,14481,21166,49884,22852,6379,20717,22673,29133,23069,21873,39398,38534,32327,42629,27403,23860,33512,17735,38874,31570,38998,20518,36107,38861,22574,38975,37048,21018,26336,36873,36170,21741,48676,34745,31351,15466,25936,10955,0,9528,42082,16270,16197,38626,8465,1157824,15029,22570,-1,34862,38523,38704,28996,18751,23011,31425,20733,9773,15589,44722,45399,43020,10085,3418,23911,25047,23716,13051
Jakarta Bahari Museum,26876,36883,10415,5833,7158,35778,6459,33206,6911,11519,7042,14493,4922,17274,32328,41045,19434,10263,9551,7258,1255202,15319,9771,13876,20148,12262,12993,7415,2029,10586,19109,34563,30377,32223,8108,19865,43262,9764,34829,3300,5808,2699,39263,40141,32862,9011,7069,28578,6200,32394,15783,43417,21730,6292,26366,3106436,5621,32331,40829,34055,31191,36002,794498,7500,10483,9568,18975,20595,4217,28635,31255,13027,30341,27796,9031,22798,8902,13875,29991,24091,31047,40637,38080,5866,1607712,737,5429,8394,30215,1609997,20112,45913,9647,12741,39787,32969,39019,35822,1933,9998,35682,28498,17978,40732,25911,6225,20330,32697,12164,35299,39718,5603,22936,49547,28853,30064,35530,43439,30210,10877,31087,4208,1730329,46567,35485,10056,1794,44852,40816,6688,52898,28701,2298,33224,22798,20054,45741,10755,5461,15644,9558,14348,19951,16800,36495,32733,21697,49776,26988,8615,37934,5702,33074,19637,33197,8423,30306,33060,10478,33174,31248,8985,10766,31073,30369,6749,51918,41892,28926,7383,10365,13761,9649,0,34079,8187,4164,32826,13430,1152751,6946,20260,-1,20884,32722,32904,36143,25898,9896,23445,27880,6355,7506,38921,52547,36229,1980,15154,8435,12910,18643,9505
Pura Agung Tirta Bhuana Bekasi,53032,33691,22528,29793,31118,48447,22766,20845,23989,19865,25248,22775,30374,23408,13118,29115,18789,21280,20830,22913,1270800,23608,20663,23407,24062,19395,28592,24229,32858,21796,41217,22019,33157,19862,24410,33035,6724,26215,20088,30440,30070,33422,38940,27780,20501,22432,25377,31395,24515,20033,27750,46198,30019,30252,31039,3073766,26754,14620,28900,29864,18831,32811,761828,22916,36639,21819,22889,24508,35331,27769,18894,39183,29580,50071,21605,48954,37639,30217,17630,18157,18686,5239,22670,24259,1575041,34769,30269,21908,56371,1625595,24026,33552,19860,25560,4666,18823,27089,20356,34989,24688,14956,27652,22932,43513,21159,24541,15726,20336,20510,47968,27788,29563,22129,37186,49679,4033,48199,46461,17850,19301,18727,27427,1697658,11231,38697,26507,33159,47874,13203,37802,40538,31518,33127,20863,48954,28343,15809,19501,34734,25102,21854,17455,28240,20714,33303,20372,20889,45896,29805,22154,26005,29964,20713,18247,20836,25402,17945,20699,22248,20813,18887,26012,19784,18712,18009,24111,39557,50476,28061,23206,19783,30103,35805,34222,0,23481,30904,20465,31866,1120080,23379,24174,-1,25557,20361,20543,44726,47871,22193,22638,50000,30134,23328,26560,52223,33038,32809,41310,22205,17008,18039,27106
National Gallery of Indonesia,36524,27152,4139,9078,10517,28776,890,25120,2139,3624,8500,9108,7862,9743,24242,23854,9693,3329,1799,1556,1258574,8666,2736,6212,10217,4209,16365,3330,5757,3351,21546,26478,20446,24137,3237,13364,33530,6468,26743,6639,9355,7509,32361,32055,24776,1259,2323,18646,2116,24308,12454,33486,14104,9537,28311,3096705,5483,24246,22327,17115,23106,26271,784767,1559,15984,1815,9044,10664,9654,15952,23169,23404,20410,30399,2755,32446,16984,10546,21905,19974,22961,30906,29994,1782,1597981,7173,8222,642,39863,1613369,10181,37827,3005,12714,30056,34914,30933,27736,6736,5252,21323,15815,9087,30801,14103,2141,10599,24611,2486,28296,31632,8847,12304,41461,30008,21978,28528,33508,22125,3982,23002,5233,1720598,36836,25554,6761,6059,34921,30262,12125,28453,18770,6026,25138,32446,13817,36488,3860,10898,9707,1806,5610,12326,6869,26764,24647,11064,42874,17056,4530,29848,9249,24988,9304,25111,8276,22220,24974,7491,25089,23162,9961,3021,22987,22284,4494,43832,34991,16244,2611,3191,10432,15150,8545,27278,0,7104,24740,12195,1143020,2174,10329,-1,22829,24636,24818,29241,23892,2144,12806,30329,7825,1478,30836,45645,26498,5708,25531,4350,5951,8047,6391
Dunia Fantasi,32061,43680,13673,2561,4162,40964,9773,31265,9124,11904,5101,19679,731,22459,30387,39103,24619,12864,11333,8215,1253260,20504,12270,19061,25334,12647,11052,11634,5283,12886,24294,32622,43146,30282,12327,25051,40700,15952,32888,2715,1547,5953,44448,38199,30921,10793,10627,41383,10420,30453,21971,56186,26916,3020,24425,3103874,6006,30390,38888,39241,29250,42799,791936,8847,15669,11789,24161,25780,7770,37757,29314,18213,39568,32981,12289,27984,16668,20063,28049,22150,29105,38075,36139,10086,1605150,5727,1092,10176,35401,1608056,25298,43971,12539,10800,37225,31028,37077,33881,6635,20342,33741,37640,23163,53501,31291,10445,25516,30756,12549,40484,37777,2402,28122,47606,34038,28123,40715,56881,28269,14810,29146,7463,1727767,44005,49117,16244,5585,58294,38874,10241,50957,41506,5552,31283,27984,25239,43800,13395,9014,20829,11340,15119,25137,21986,43291,30792,26882,54961,39793,12834,35993,1551,31133,17695,31256,7742,28365,31119,9798,31233,29306,7044,12555,29132,28428,8965,49977,47078,38049,8341,12725,19949,14834,6661,32138,9534,0,30884,27187,1150189,7903,25446,-1,18943,30781,30963,41328,31083,11678,28631,33065,12543,8463,36980,57732,43026,5234,20340,12655,13295,23829,16825
Museum Listrik & Energi Baru TMII,52291,19352,23756,32040,33365,45009,26558,380,26235,22112,27495,22670,32621,23303,8687,14776,18684,23526,24236,25159,1275159,23503,23381,23302,23379,21641,32950,25706,32753,24042,37313,7676,18819,916,26024,31011,24226,26110,5746,32686,32317,35669,24601,14050,422,24678,26776,17056,25992,1087,29270,31859,20224,32498,42337,3087279,29000,6485,14561,15525,1762,18472,775341,25162,41162,24066,22784,20482,34203,13430,7833,39171,15241,46632,24384,48213,37534,30112,8822,29455,1721,15953,8327,26505,1588554,35083,32515,24154,55630,1629954,20573,19823,24989,27806,20752,34909,10999,5871,33732,24584,31496,13313,22827,29174,15732,26017,15621,964,22757,44529,13449,31809,14943,23457,46240,19865,44760,31881,1832,21316,2196,32845,1711171,27532,24968,26402,33055,33294,9284,37003,26808,17179,33022,1139,48213,26796,14457,23005,34629,24997,24101,19470,22590,20609,18964,1426,16183,31557,15466,23631,11666,32211,1157,20494,1113,27648,9137,235,24495,1090,1936,28259,23256,1829,2025,26357,25828,36137,13722,25452,23370,29998,35700,34536,17756,25727,33151,0,31761,1133593,25625,24069,-1,36855,638,188,30388,43966,24439,15282,46561,30029,25575,12831,37885,18699,32704,41298,23682,22289,17934,27001
Akili Museum of Art,25950,34073,16593,20382,21707,20480,11380,29602,11363,18816,23742,10162,19471,12943,28724,27023,15102,16429,12729,11710,1269750,9457,15948,9544,10571,15773,27542,10832,10853,16752,9738,30826,23396,28619,11286,3096,38930,7456,31591,17848,20356,13313,22515,36537,29258,12189,10880,19392,10814,28790,4192,36436,12681,20841,42860,3102105,20170,28728,25277,17308,27588,33193,790167,11953,14820,12746,14644,10712,15526,21459,27844,12830,23166,22103,15209,21872,16275,4990,26387,44376,27443,36306,34842,10980,1603381,16405,19977,11572,29289,1624545,11483,42309,15813,27190,35456,49612,32071,32584,11831,9554,46417,21322,13647,33751,22286,10839,15999,29093,13416,20000,33592,20151,21487,45943,21712,29744,20232,36458,26607,13414,27484,11479,1725998,42236,28504,7027,11154,37871,35110,18326,31403,19516,11122,29620,21872,8201,41888,13448,15951,8053,12736,19728,10902,12469,29797,29129,17365,33028,17802,14456,23912,20251,29470,28066,29593,23034,26702,29456,25089,29570,27644,23533,16932,27469,26766,13718,39076,25145,21751,11836,16532,4114,15428,15858,32677,12639,18713,29222,0,1148419,11398,10409,-1,37378,29118,29300,19395,16051,13074,21825,22033,10491,11958,35317,35799,33420,10804,14957,14506,15643,14312,8329
Sarmiento Parakantja Timber,1169890,1146562,1140719,1148995,1150319,1165306,1143521,1135229,1143190,1139067,1144449,1139633,1149575,1140266,1129153,1141986,1135647,1139771,1141399,1142114,2387421,1140466,1140344,1140265,1140920,1138596,1145213,1142669,1149716,1142890,1158076,1134890,1146028,1134246,1142987,1149893,1115414,1143073,1132959,1149641,1149272,1152176,1151811,1141260,1134885,1141633,1143740,1144266,1142955,1134417,1144608,1159069,1147434,1149453,1147661,3030484,1145955,1130750,1141771,1142735,1133192,1145682,735463,1142117,1153497,1141021,1139747,1141366,1151167,1140640,1136176,1156041,1142451,1166929,1141347,1165812,1154497,1147076,1136031,1134778,1133047,1119951,1135541,1145175,475628,1152046,1149470,1141109,1173229,2742216,1140884,1147032,1141952,1144761,1119101,1127738,1139960,1133227,1150695,1141547,1129390,1140522,1139790,1156384,1142941,1142981,1132585,1134720,1139712,1164826,1140659,1148764,1142153,1150666,1166537,1125189,1165057,1159091,1132935,1138279,1133110,1149808,910345,1118719,1152178,1143366,1150018,1160504,1126074,1153967,1154018,1144389,1149985,1135247,1165812,1145201,1130999,1139968,1151592,1141961,1141439,1136433,1145098,1137572,1146174,1134756,1137747,1158767,1142676,1140594,1138875,1149166,1135097,1137449,1135220,1144603,1136347,1135083,1141450,1135197,1133684,1145214,1140210,1133096,1132392,1143312,1153037,1163347,1140932,1142407,1140325,1146961,1152663,1151499,1123080,1142682,1150106,1134848,1148725,0,1142580,1141032,-1,1142179,1134745,1134927,1157597,1164729,1141777,1142491,1166858,1146992,1142529,1140041,1165094,1145909,1149667,1158168,1140645,1139244,1134898,1143964
Jalan Gedung Kesenian,34840,28910,5770,7389,8828,28471,1870,23951,1221,5428,6811,8241,6172,11501,23074,25612,11452,4960,3430,312,1256884,9066,4367,6613,11975,6171,14676,3731,5424,4982,21241,25309,22204,22969,4424,13059,35289,6164,25574,4950,7665,5819,32056,30886,23608,2890,2724,20405,2516,23139,12149,35244,15863,7847,28049,3098464,3793,23077,24085,18874,21937,28030,786526,944,18447,3446,10803,12422,9321,20462,22000,20991,22168,30095,4386,30762,19447,10241,20736,20300,21792,32665,28825,2183,1599739,6840,6533,2273,38179,1611680,11940,36658,4636,14424,31815,34652,29764,26568,6403,5653,21649,20325,10845,32559,16753,2542,12358,23442,6073,27992,30463,7158,14954,40292,29703,18700,28223,35266,20956,5613,21833,4900,1722356,38594,27312,6456,5726,36679,29093,11792,30211,20528,5694,23969,30762,15575,34267,5491,10565,9852,3437,8643,14084,8627,28522,23479,13715,42570,18815,4931,28680,7559,23819,10088,23943,6587,21052,23806,5801,23920,21993,8272,4652,21819,21115,2804,42663,34686,20753,437,4822,10127,17613,8212,27366,1631,5414,23571,11890,1144778,0,12088,-1,22567,23468,23649,28936,23559,3775,15463,30024,7492,560,29667,45340,28257,5375,23118,4751,6819,10661,6058
Taman Puring Market,34671,25601,9599,23074,24398,27388,10388,22798,12327,11822,26434,6409,22162,3777,21920,18550,8289,9435,10010,11817,1272442,6231,8954,6300,879,11388,30233,9536,16767,9758,19693,22354,14923,21815,9855,16944,32126,10124,23119,20540,23048,19227,14122,29732,22454,10758,10607,10909,9823,21986,7267,27964,3775,23532,50454,3095301,22862,23858,16805,8824,20783,24720,783363,11820,20548,11315,3258,1370,18217,12987,19372,21551,14693,29012,8214,30593,21548,10155,19583,37571,20638,29502,26370,12043,1596576,19096,22669,10141,38010,1627237,2097,35505,8819,29882,28652,42808,23599,24112,17745,7581,39613,12850,3623,25279,13814,9848,9195,22289,12467,26909,25120,22843,7525,39139,28620,22940,27140,27986,19802,9029,20679,13517,1719193,35431,20031,10416,17068,29612,26638,21017,22931,10668,17036,22816,30593,3487,31812,9064,18643,9011,10049,10319,1996,5669,21325,22325,6376,21079,9319,7462,15440,22942,22666,21261,22789,25726,19898,22652,25263,22766,20840,26225,9938,20665,19961,14682,30603,20501,13278,12800,9537,8505,19714,18550,24203,12507,21404,22417,11631,1141615,12362,0,-1,44972,22314,22496,14752,26346,10387,6777,28941,14043,11739,28513,27406,24948,16718,23678,7512,11258,7498,11015
